name,city,countryOne,code,lat,lon,type,countryTwo,id
Kyaukhtu South Airport,Kyauktu,Burma,,21.40670013,94.13030243,air,,9bbfb4a6-8014-4f7f-8c58-4a5b15867af9
Jan Mayensfield,Jan Mayen,Norway,,70.9441166,-8.6520736,air,,d30a050b-b345-4b81-b2fc-1407fc6e679e
Bokpyinn Airport,Bokepyin,Burma,VBP,11.1494,98.735901,air,,6f4aa415-6760-4138-8741-7b0b5c350204
Manzhouli Xijiao Airport,Manzhouli,China,NZH,49.566667,117.33,air,,2d18d122-c390-4688-b4c3-3ce43eba00b2
Wuhai Airport,Wuhai,China,WUA,39.7934,106.7993,air,,d05f11c7-72c7-4e90-8913-84d64dfb9c4c
Gary Chicago International Airport,Gary,United States,GYY,41.61629868,-87.41280365,air,,601b3345-87e9-478a-a936-2c3f2408e353
Brainerd Lakes Regional Airport,Brainerd,United States,BRD,46.39830017,-94.13809967,air,,a5aac0d2-3270-42e4-9c7d-57ff3a1bff4b
Greenbrier Valley Airport,Lewisburg,United States,LWB,37.85829926,-80.39949799,air,,e0a111db-b610-4b2e-98bf-b9009d5ee79d
Pitt Greenville Airport,Greenville,United States,PGV,35.6352005,-77.38529968,air,,25c8ec80-483b-4c08-a3d1-cef9b808e374
Chefornak Airport,Chefornak,United States,CYF,60.14920044,-164.2859955,air,,1a44b2c0-cfa8-4b65-83bf-c37c0c3e8970
Oxnard Airport,Oxnard,United States,OXR,34.20080185,-119.2070007,air,,ddc6a5fb-77be-49fb-a27b-974948d6325d
Branson Airport,Branson,United States,BKG,36.532082,-93.200544,air,,7752cc4f-0a21-4600-b6ba-97bd2ed51332
Tongren Fenghuang Airport,Tongren,China,TEN,27.883333,109.308889,air,,19519427-ac46-4bd5-9356-48edbc6d91c0
Jinggangshan Airport,Jian,China,JGS,26.85689926,114.7369995,air,,0257d366-0f1e-43da-83b3-ccddecdf4dbb
Naiu Airport,Niau,French Polynesia,NIU,-16.1191,-146.3683,air,,390cacee-2140-468e-b473-062d92555fc3
Schenectady County Airport,Scotia NY,United States,SCH,42.85250092,-73.92890167,air,,87b5ca16-7aed-45a6-9787-9bd5cb27ad69
Begishevo Airport,Nizhnekamsk,Russia,NBC,55.56470108,52.09249878,air,,10983316-802a-44ad-99c6-bbffc2a7d751
Warri Airport,Osubi,Nigeria,QRW,5.59611,5.81778,air,,fcaf213e-cca5-41a1-ab61-10fa1c9e3cd5
Volkel Air Base,Volkel,Netherlands,,51.657222,5.7077778,air,,3f00ea1e-fbaf-4f08-9554-85e9b5f279dd
Siargao Airport,Siargao,Philippines,IAO,9.8591,126.014,air,,a6232491-aab6-429a-a40d-4672f4932a48
Langeoog Airport,Langeoog,Germany,LGO,53.74250031,7.497777939,air,,3024e73e-752a-4b03-9809-a66701db40f2
Biel-Kappelen Airport,Biel,Switzerland,,47.08919907,7.289999962,air,,b1318c35-fba0-49d1-8309-0c79b79a9b43
Nelspruit Airport,Nelspruit,South Africa,NLP,-25.5,30.91379929,air,,d6fa8301-6a88-4053-8967-54c434e32c82
Cherkasy International Airport,Cherkassy,Ukraine,CKC,49.41559982,31.99530029,air,,d139bb03-f8cd-4da3-857d-35c28f2e1a95
Northeast Florida Regional Airport,St. Augustine Airport,United States,UST,29.9592,-81.339798,air,,1fe399e4-10d1-4b44-8562-cc01d2a50f5b
Mykolaiv International Airport,Nikolayev,Ukraine,NLV,47.05789948,31.9197998,air,,fca87274-67c8-4d34-b9fd-389f227f1670
Ramechhap Airport,Ramechhap,Nepal,RHP,27.3939991,86.06140137,air,,6c782823-149f-4e85-9e7f-0a56ca508271
Charles M. Schulz Sonoma County Airport,Santa Rosa,United States,STS,38.50899887,-122.8130035,air,,ce16068e-592b-4e48-81e6-3abc2941400a
Kissimmee Gateway Airport,Kissimmee,United States,ISM,28.28980064,-81.43710327,air,,3ea06c1f-6763-4c6f-9262-636ad35df2f5
Lake City Gateway Airport,Lake City,United States,LCQ,30.18199921,-82.57689667,air,,8570f811-b4ea-45f5-aef7-ef921f8839bf
Deland Municipal Sidney H Taylor Field,DeLand,United States,,29.06699944,-81.28379822,air,,8164339a-59e6-4ded-87c5-b6dba6067cfa
Haller Airpark,Green Cove Springs,United States,,29.904057,-81.68515,air,,e6a3c37c-4d4b-4cf4-b0c1-bc6686aa6b49
Palmar Airport,Santa Lucia,Peru,,-18.97166634,-62.97533417,air,,61273928-c655-46e3-95e8-d4f82b293890
Logan-Cache Airport,Logan,United States,LGU,41.79119873,-111.8519974,air,,3e0b21fe-8a19-400f-9f1f-9ae34b057af1
Brigham City Regional Airport,Brigham City,United States,BMC,41.552399,-112.061996,air,,3d53984b-3524-45b5-b7eb-7337379ee9b5
Malad City Airport,Malad City,United States,,42.16659927,-112.2969971,air,,85a33293-9d29-4bf0-8f2f-7835fa9aa4e0
Aspen-Pitkin Co/Sardy Field,Aspen,United States,ASE,39.22320175,-106.8690033,air,,083b072e-39a3-48a3-8142-11f5eb750f47
Ulyanovsk Baratayevka Airport,Ulyanovsk,Russia,ULV,54.2682991,48.22669983,air,,3ca229b9-4329-488c-8c40-aeb23ee107f1
Kerrville Municipal Louis Schreiner Field,Kerrville,United States,ERV,29.97669983,-99.08570099,air,,3ebaf706-a2fe-48a9-a239-3077414c9068
Birrfeld Airport,Birrfeld,Switzerland,,47.4436,8.23361,air,,86939155-fb79-4eda-be16-a28eb4de77ff
Sussex County Airport,Georgetown,United States,GED,38.68920135,-75.35890198,air,,0d73fb8a-59ee-464c-b2a4-88f56eefdc51
Prince Rupert/Seal Cove Seaplane Base,Prince Rupert,Canada,ZSW,54.33330154,-130.2830048,air,,1bf83bfc-7766-413e-8f29-879a270005bc
Great Bend Municipal Airport,Great Bend,United States,GBD,38.34429932,-98.85919952,air,,3b84e2b8-e90d-4ccb-9d27-9f18dc769243
Hays Regional Airport,Hays,United States,HYS,38.84220123,-99.27320099,air,,cdcd090f-ef2b-4dcd-9b38-05a17c558d4e
Spirit of St Louis Airport,,United States,SUS,38.66210175,-90.65200043,air,,39c6c7a3-c7eb-4919-b7b0-40770d302cc0
Ely Municipal Airport,Ely,United States,LYU,47.82450104,-91.83070374,air,,1759dc7e-3365-4b07-8331-147bb096d657
Grand Rapids Itasca Co-Gordon Newstrom field,Grand Rapids MN,United States,GPZ,47.21110153,-93.50980377,air,,896eb520-a426-4f59-b916-1002b6fad6bb
Thief River Falls Regional Airport,Thief River Falls,United States,TVF,48.06570053,-96.18499756,air,,40a6402f-4f42-4e10-969d-e0655a5d559e
Eagle River Union Airport,Eagle River,United States,EGV,45.93230057,-89.26830292,air,,1ea22ce3-0d38-4c08-8182-52507963baf8
Lakeland-Noble F. Lee Memorial field,Minocqua - Woodruff,United States,ARV,45.92789841,-89.73090363,air,,415c03de-72f7-42ff-96af-73e1e4d913db
Ankeny Regional Airport,Ankeny,United States,,41.69139862,-93.56639862,air,,01c11849-aba5-4339-8287-8e2117ea65d2
Berens River Airport,Berens River,Canada,YBV,52.358898,-97.018303,air,,f6ed67b4-7321-484c-8348-79d60e9b7981
Corpus Christi Naval Air Station/Truax Field,Corpus Christi,United States,,27.69260025,-97.29109955,air,,31bcd893-29d7-4437-b4cf-815375124c66
Catalina Airport,Catalina Island,United States,AVX,33.4049,-118.416,air,,6ba51dc0-2d26-4ff4-ab27-c78619023e14
Mojave Airport,Mojave,United States,MHV,35.05939865,-118.1520004,air,,b78cd175-3736-4f44-a918-52abc892b3ed
Interlaken Air Base,Interlaken,Switzerland,ZIN,46.6766014,7.8790798,air,,14b9699c-b1c6-4011-95e3-fcb81f28c1b3
Inisheer Aerodrome,Inisheer,Ireland,INQ,53.06470108,-9.510899544,air,,ec107d4d-5f6f-4cdc-a7b4-fd5bb37bb588
Strezhevoy Airport,Strezhevoy,Russia,SWT,60.70940018,77.66000366,air,,5f804b83-3d4a-4edd-b495-3aed7da66510
Hutchinson Municipal Airport,Hutchinson,United States,HUT,38.06549835,-97.86060333,air,,670131ba-c83b-4e87-a5d5-0835dcf4b59d
Bagram Air Base,Kabul,Afghanistan,OAI,34.94609833,69.26499939,air,,5728bfc9-3120-42b7-8482-ce2a0b403cb9
Prince Sultan Air Base,Al Kharj,Saudi Arabia,AKH,24.06270027,47.58050156,air,,f5a8d9e9-9d80-4928-adc6-cab100506ff6
Rosecrans Memorial Airport,Rosecrans,United States,STJ,39.77190018,-94.90969849,air,,ab212aa4-6ab3-4922-bf68-e11bedeace7b
Pápa Air Base,Papa,Hungary,,47.36360168,17.50079918,air,,f1c36bbe-e307-44bd-b377-ab298c533744
Whiting Field Naval Air Station South Airport,Cuxhaven,Germany,,30.70439911,-87.02300262,air,,f003e47f-25f9-4a1e-ac02-1e64db4a58f9
Volk Field,Camp Douglas,United States,VOK,43.93899918,-90.25340271,air,,65ad998b-178f-4afe-aeb0-89b575ed7fd9
Gunnison Crested Butte Regional Airport,Gunnison,United States,GUC,38.53390121,-106.9329987,air,,8651b6b4-64b4-4dff-b839-758b1ea177f8
Xi'an Xiguan Airport,Xi\'AN,China,SIA,34.376701,109.120003,air,,27f19ad9-fcb7-4af7-bb38-c9413e49ec42
Zamperini Field,Torrance,United States,TOA,33.80339813,-118.3399963,air,,67fd7a8c-2d7a-431e-bc8f-2e8c57860293
Manistee Co Blacker Airport,Manistee,United States,MBL,44.2723999,-86.24690247,air,,3badd033-b286-4ba1-ab63-0a58dbaac645
Charlotte County Airport,Punta Gorda,United States,PGD,26.92020035,-81.9905014,air,,e64618e4-5b6d-4fb1-a200-d1fec0feaf4d
Northern Aroostook Regional Airport,Frenchville,United States,WFK,47.28549957,-68.31279755,air,,383862ff-370f-4c2b-9d2c-d703da7946d8
Chautauqua County-Jamestown Airport,Jamestown,United States,JHW,42.15340042,-79.25800323,air,,e0d242d9-81d4-474c-be04-f8f9b431c155
La Macaza / Mont-Tremblant International Inc Airport,Mont-Tremblant,Canada,YTM,46.40940094,-74.77999878,air,,0bb0da55-7bff-471f-8534-340b5d6c284b
Lake Cumberland Regional Airport,Somerset,United States,SME,37.05339813,-84.61589813,air,,cf71e6e3-a839-4a89-92f2-a3439079e3e9
Shenandoah Valley Regional Airport,Weyers Cave,United States,SHD,38.26380157,-78.89640045,air,,747c9a97-5319-44f6-bab7-f540806bfa7e
Devils Lake Regional Airport,Devils Lake,United States,DVL,48.11420059,-98.90879822,air,,b0966397-8425-44bf-90d3-2eb74548d8d8
Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,DIK,46.79740143,-102.802002,air,,f9433921-2866-424f-a2ed-923233f995f0
Sidney - Richland Regional Airport,Sidney,United States,SDY,47.706902,-104.193001,air,,2937d814-2a76-4e16-9cf7-c5c916bdd44d
Chadron Municipal Airport,Chadron,United States,CDR,42.83760071,-103.0950012,air,,920f95cd-9119-4009-8a83-bdc024099821
Alliance Municipal Airport,Alliance,United States,AIA,42.05319977,-102.8040009,air,,1d19c6af-3d5f-4c3c-a317-0d73697a942f
Mc Cook Ben Nelson Regional Airport,McCook,United States,MCK,40.20629883,-100.5920029,air,,43a0d60c-00ea-4dc8-ae9a-40d146b8d6f5
The Florida Keys Marathon Airport,Marathon,United States,MTH,24.726101,-81.051399,air,,206a08fb-184a-4b1d-8feb-a5de251ca6fe
Dawson Community Airport,Glendive,United States,GDV,47.13869858,-104.8069992,air,,c62a4dd4-7162-4020-869a-35af0c07bc20
L M Clayton Airport,Wolf Point,United States,OLF,48.0945015,-105.5749969,air,,c1cce98b-dabf-49f4-8940-76396a3b297e
Yellowstone Airport,West Yellowstone,United States,WYS,44.68840027,-111.1179962,air,,23d87d76-3966-4a44-8030-f7aea7309468
San Luis Valley Regional Bergman Field,Alamosa,United States,ALS,37.434898,-105.866997,air,,d88bb5f7-295e-450a-b3bb-49f0c407a7c4
Canyonlands Field,Moab,United States,CNY,38.75500107,-109.7549973,air,,ea51d496-7883-4519-8e92-ec706f27d637
Ely Airport Yelland Field,Ely,United States,ELY,39.29970169,-114.8420029,air,,feb5a550-bd4d-4a09-94c8-fa5956b6fc9e
Vernal Regional Airport,Vernal,United States,VEL,40.4408989,-109.5100021,air,,01ec933f-079e-4efc-925b-9e8de54ee1a9
Sierra Blanca Regional Airport,Ruidoso,United States,RUI,33.46279907,-105.5350037,air,,2ca67b9f-2d67-4762-a21d-997598e9793e
Show Low Regional Airport,Show Low,United States,SOW,34.26549912,-110.0059967,air,,a7ed0e37-0fda-4159-bf40-7b9808a09d98
McCall Municipal Airport,McCall,United States,MYL,44.88970184,-116.1009979,air,,8f64ca58-93a1-48e8-bcd9-412e78156b3e
Lemhi County Airport,Salmon,United States,SMN,45.12379837,-113.8809967,air,,f6f98510-3b5f-4a20-80e4-7a7077ff7bb1
Mammoth Yosemite Airport,Mammoth Lakes,United States,MMH,37.62409973,-118.8379974,air,,295322ad-23ba-4b79-8687-cf16e019eb82
Friday Harbor Airport,Friday Harbor,United States,FRD,48.52199936,-123.0240021,air,,dd2ab57f-cddc-4335-b5d6-4d2d0d05e5cd
Orcas Island Airport,Eastsound,United States,ESD,48.70819855,-122.9100037,air,,287bcd55-72e4-46cb-806f-97ff92619784
Astoria Regional Airport,Astoria,United States,AST,46.15800095,-123.8789978,air,,d900a912-1ea3-4f3d-98bb-4d80d7f503cc
Newport Municipal Airport,Newport,United States,ONP,44.580399,-124.057999,air,,c06bbf0b-7e9d-4740-a21c-074e064b04dd
Emmonak Airport,Emmonak,United States,EMK,62.78609848,-164.4909973,air,,5a62c230-7c80-456f-9cf4-0699ede471d3
Unalakleet Airport,Unalakleet,United States,UNK,63.88840103,-160.798996,air,,30b0d3c9-8cde-46c2-9552-bf1a64489c22
Ugnu-Kuparuk Airport,Kuparuk,United States,UUK,70.33080292,-149.5980072,air,,b008ce4e-dc81-4b73-92b6-59a250231880
Shageluk Airport,Shageluk,United States,SHX,62.69229889,-159.5690002,air,,be58205e-ed65-4404-92cd-284641b6b4eb
Chuathbaluk Airport,Chuathbaluk,United States,CHU,61.579102,-159.216003,air,,30cc5368-9d3a-48fb-8ceb-33ec7e783b9a
Nuiqsut Airport,Nuiqsut,United States,NUI,70.20999908,-151.0059967,air,,a3a72772-b642-4d24-984b-8d77341e2684
Eek Airport,Eek,United States,EEK,60.21367264,-162.0438843,air,,90c2c04a-4085-4579-9439-5d78b3ee3d4b
Kasigluk Airport,Kasigluk,United States,KUK,60.87440109,-162.5240021,air,,bf4c34a1-3346-4d0f-8f7a-5acf5cc15c3d
Kwethluk Airport,Kwethluk,United States,KWT,60.79029846,-161.4440002,air,,ebef5873-f1e2-456c-83fc-ae87a221248c
Kwigillingok Airport,Kwigillingok,United States,KWK,59.876499,-163.169005,air,,ba32fd65-0053-41f4-802b-86bcfe2ec92d
Marshall Don Hunter Sr Airport,Marshall,United States,MLL,61.86429977,-162.026001,air,,073dd4db-6274-41e1-ad53-168bdf6746b3
Russian Mission Airport,Russian Mission,United States,RSH,61.77888489,-161.319458,air,,32bb4a1d-b812-4bdf-9bcd-d219c169adc7
Koliganek Airport,Koliganek,United States,KGK,59.72660065,-157.2590027,air,,d0112d4f-e5ab-4f4a-a5d5-a3b2b62c1016
Manokotak Airport,Manokotak,United States,KMO,58.99020004,-159.0500031,air,,cc5a0c9a-6366-442f-bf1b-562dad8d4728
Chalkyitsik Airport,Chalkyitsik,United States,CIK,66.64499664,-143.7400055,air,,f7e9fad4-42fa-4691-9650-509e6a48ac1c
Eagle Airport,Eagle,United States,EAA,64.77639771,-141.151001,air,,6f46e48a-d7f2-4d23-91cf-7b090e55ee4c
Hughes Airport,Hughes,United States,HUS,66.04109955,-154.2630005,air,,d9a95b67-f7e0-4d4a-b1b0-ae09b12a4521
Huslia Airport,Huslia,United States,HSL,65.69789886,-156.3509979,air,,5ca82acb-f123-4264-97a8-093c7510b2eb
Nulato Airport,Nulato,United States,NUL,64.729301,-158.074005,air,,e6ad8ba2-542c-4644-b977-3aef87460e8f
Venetie Airport,Venetie,United States,VEE,67.00869751,-146.3659973,air,,6d036365-0d52-4641-9639-25faec54d279
Beaver Airport,Beaver,United States,WBQ,66.36219788,-147.4069977,air,,bc739544-2925-4a0f-ac09-e1eb3ea6365d
Central Airport,Central,United States,CEM,65.57379913,-144.7830048,air,,26cced20-367b-4293-95ad-a3bd5942a975
Shungnak Airport,Shungnak,United States,SHG,66.88809967,-157.1620026,air,,82bd0814-4c2a-46db-a58a-6ec1f87b5efd
Inyokern Airport,Inyokern,United States,IYK,35.65879822,-117.8300018,air,,ec67e9cf-11f8-4941-9e80-fd003d03183d
Visalia Municipal Airport,Visalia,United States,VIS,36.31869888,-119.3929977,air,,df65c036-e328-4bc8-b001-9be62b8a5b56
Merced Regional Macready Field,Merced,United States,MCE,37.28469849,-120.5139999,air,,be940595-30a9-445b-a381-a70d9977b42d
Laguna de Los Patos International Airport,Colonia,Uruguay,CYR,-34.45640182,-57.77059937,air,,7af2fd7d-9516-4cd7-8df2-aa9aeccb076b
Amarais Airport,Campinas,Brazil,CPQ,-22.85919952,-47.10820007,air,,4bcb6823-4fcc-4869-962d-8cbaa896705e
Phoenix Goodyear Airport,Goodyear,United States,GYR,33.42250061,-112.3759995,air,,a9ce657c-db73-429c-8aa5-b78a81377264
Toowoomba Airport,Toowoomba,Australia,TWB,-27.542801,151.916,air,,3e87c3de-bb09-41e5-a95d-1eec2f0d84b3
Ballera Airport,Ballera,Australia,BBL,-27.405633,141.809458,air,,b3b84c39-3489-4763-931e-02c3799d6188
Gatton Campus Airport,Gatton,Australia,,-27.56040607,152.3404598,air,,1afb9f1f-04ca-4b84-8d96-fe5897bcd48e
Arkalyk North Airport,Arkalyk,Kazakhstan,AYK,50.3185997,66.95279694,air,,9b703045-7c1f-4a10-8c8f-7339bedc5207
Nabern/Teck Airport,Kirchheim-Teck,Germany,,48.61277771,9.477222443,air,,eaf97eda-3ef1-407f-9fd8-8b06293f0ad2
Angoon Seaplane Base,Angoon,United States,AGN,57.503601,-134.585007,air,,98de75c7-d48b-47f5-bbf3-4cc0f63a70e4
Elfin Cove Seaplane Base,Elfin Cove,United States,ELV,58.19520187,-136.3470001,air,,d8d3a213-b17f-4c97-9a89-7277694fff8f
Funter Bay Seaplane Base,Funter Bay,United States,FNR,58.25439835,-134.897995,air,,e52a9917-3e6f-4910-9af1-d8d9c01ab1a7
Hoonah Airport,Hoonah,United States,HNH,58.0961,-135.410111,air,,36dbdb53-3ecf-4ce5-8e91-3ae754a49f37
Kake Airport,Kake,United States,,56.96139908,-133.9100037,air,,6de821c8-22d7-44da-92be-2015e15b004d
Metlakatla Seaplane Base,Metakatla,United States,MTM,55.131001,-131.578003,air,,d61ca5af-fddd-47a0-ae6b-07828c2adb2a
Hydaburg Seaplane Base,Hydaburg,United States,HYG,55.20629883,-132.8280029,air,,64045ecd-499b-4148-b08c-03eb66e13db8
Egegik Airport,Egegik,United States,EGX,58.1855011,-157.375,air,,ea287df8-8f95-4437-9397-9db15e3cb353
Perryville Airport,Perryville,United States,KPV,55.905998,-159.162993,air,,a37ac233-9b9b-4f21-ab9f-132b8abff76c
Pilot Point Airport,Pilot Point,United States,PIP,57.58039856,-157.5720062,air,,2336404f-957a-4734-b0db-0b9ffd1903e5
South Naknek Nr 2 Airport,South Naknek,United States,WSN,58.70339966,-157.0079956,air,,7dc3baa4-d387-4bda-8fd5-9f8facc072b6
Akhiok Airport,Akhiok,United States,AKK,56.93870163,-154.1829987,air,,f504de78-7676-437a-b093-84640b27a389
Karluk Airport,Karluk,United States,KYK,57.56710052,-154.4499969,air,,4dcff3ea-c8da-42d5-927d-2d3e7f22dad9
Larsen Bay Airport,Larsen Bay,United States,KLN,57.53509903,-153.9779968,air,,e2368903-0d26-483f-8ee9-fd1194df359a
Ambler Airport,Ambler,United States,ABL,67.1063,-157.856989,air,,b56b15e9-4655-40f4-a2f8-9182d2beb664
Buckland Airport,Buckland,United States,BKC,65.9815979,-161.1490021,air,,a0744e8a-981b-4ade-a2f8-e8e3f5f6f892
Bob Baker Memorial Airport,Kiana,United States,IAN,66.97599792,-160.4369965,air,,5fa98b65-4ebb-4377-a7aa-221f3012004a
Kobuk Airport,Kobuk,United States,OBU,66.91230011,-156.8970032,air,,eed4530e-f2cf-426a-9836-224f19a040b4
Robert (Bob) Curtis Memorial Airport,Noorvik,United States,ORV,66.81790161,-161.0189972,air,,075b3c7e-fe4d-4fe8-964b-5b6fd84f6a1f
Selawik Airport,Selawik,United States,WLK,66.60009766,-159.9859924,air,,4b83ad09-5390-4f8f-b0e2-2a7731532d6d
Brevig Mission Airport,Brevig Mission,United States,KTS,65.33129883,-166.4660034,air,,0600025f-2b9e-413e-b7b8-3d71fead2f1c
Elim Airport,Elim,United States,ELI,64.61470032,-162.2720032,air,,42215a81-c35e-4063-8f10-18ba8459f288
Golovin Airport,Golovin,United States,GLV,64.55049896,-163.0070038,air,,7acdd1f9-c853-4c58-9bc8-8c5fec787c3f
Teller Airport,Teller,United States,TLA,65.24040222,-166.3390045,air,,685269c0-85cc-46a9-8216-73d3e3877d68
Wales Airport,Wales,United States,WAA,65.622593,-168.095,air,,2698a5a9-a10b-4fcc-8bc6-2042792fa781
White Mountain Airport,White Mountain,United States,WMO,64.68920136,-163.4129944,air,,d4115454-c596-4965-b539-2ad2ed9f6f17
Koyuk Alfred Adams Airport,Koyuk,United States,KKA,64.9394989,-161.154007,air,,58336f2d-7324-495f-b8f4-12ce2c44aab0
St Michael Airport,St. Michael,United States,SMK,63.49010086,-162.1100006,air,,603da948-1833-4494-bec3-c880fd34513d
Shaktoolik Airport,Shaktoolik,United States,SKK,64.37110138,-161.223999,air,,ecd83b2f-5a8a-455c-a47d-2b005fa62f73
Tin City Long Range Radar Station Airport,Tin City,United States,TNC,65.56310272,-167.9219971,air,,66f922ac-cdd2-4da2-a5d5-9e99c99775d1
Atka Airport,Atka,United States,AKB,52.22029877,-174.2059937,air,,986f234a-9053-4a36-bdab-17c96aaec2a3
Nikolski Air Station,Nikolski,United States,IKO,52.9416008,-168.848999,air,,30ed63e1-9b2c-487d-95e0-c8a8cac1bdc2
Yakataga Airport,Yakataga,United States,CYT,60.080974,-142.494541,air,,789ea4ef-146e-42ad-9543-af8d662796e7
Alakanuk Airport,Alakanuk,United States,AUK,62.68004227,-164.6599274,air,,df93cc1d-56fa-4c3b-b570-a602d6640960
Kipnuk Airport,Kipnuk,United States,KPN,59.93299866,-164.0310059,air,,18dd152d-d2f2-43ae-ad28-62238dd72aa5
False Pass Airport,False Pass,United States,KFP,54.84740067,-163.4100037,air,,3b5032e0-69a0-4894-ba8d-11ef3e1834e4
Nelson Lagoon Airport,Nelson Lagoon,United States,NLG,56.00749969,-161.1600037,air,,70fc76b9-066d-4a98-9c45-a86c5b935774
Port Moller Airport,Cold Bay,United States,PML,56.00600052,-160.5610046,air,,21ead2cd-3efb-4f38-a5bf-a511751f8ba9
Klawock Airport,Klawock,United States,KLW,55.57920074,-133.076004,air,,54aa3453-2d15-4664-9932-843e547bfb1e
Quinhagak Airport,Quinhagak,United States,KWN,59.7551,-161.845,air,,5ac91a94-e36a-4732-a91b-72c881332cdf
Kotlik Airport,Kotlik,United States,KOT,63.0306015,-163.5330048,air,,95666af6-6e64-4581-a957-db9fbbca61ff
Koyukuk Airport,Koyukuk,United States,KYU,64.87609863,-157.727005,air,,debc2a8b-98c3-4e97-8353-af4c6649b7ce
Scammon Bay Airport,Scammon Bay,United States,SCM,61.84529877,-165.5709991,air,,721d6e7d-b0b1-46c9-bb7d-7d54abbbf7ab
Nondalton Airport,Nondalton,United States,NNL,59.98020172,-154.8390045,air,,e0ba0b58-b302-4180-8ab8-2ec0ed9c8592
Kongiganak Airport,Kongiganak,United States,KKH,59.96080017,-162.8809967,air,,f6580e2a-b4ff-4c34-aa21-365d0c4f3aa1
Nikolai Airport,Nikolai,United States,NIB,63.0186,-154.358002,air,,9a9bc394-02ee-47cd-8259-90adf6b38518
Akiak Airport,Akiak,United States,AKI,60.9029007,-161.2310028,air,,95c6fc95-d870-46f8-8f67-53907e985961
Wainwright Airport,Wainwright,United States,AIN,70.63800049,-159.9949951,air,,a23865cd-3a0c-470d-8b1e-414a317bc426
Zapala Airport,ZAPALA,Argentina,APZ,-38.975498,-70.113602,air,,f473eeec-6808-47fb-915a-683f0bd9a2d0
Rincon De Los Sauces Airport,Rincon de los Sauces,Argentina,RDS,-37.3905983,-68.90419769,air,,105d9d3a-35cf-4745-ac00-b08162267f1f
Tte. Julio Gallardo Airport,Puerto Natales,Chile,PNT,-51.67150116,-72.52839661,air,,57ab4789-5b2a-4aa4-bf2b-7f841d732d1e
Sierra Grande Airport,Sierra Grande,Argentina,SGV,-41.59170151,-65.33940125,air,,1a14d484-254b-4445-9a49-f9be771345f3
Cabo F.A.A. H. R. Bordón Airport,Ingeniero Jacobacci,Argentina,IGB,-41.32089996,-69.57489777,air,,7788419b-11aa-4978-9e0b-d45612d44d50
Chenega Bay Airport,Chenega,United States,NCN,60.07730103,-147.9920044,air,,ac60ef11-7566-4f3b-964f-551f472eeaf6
Tok Junction Airport,Tok,United States,TKJ,63.32949829,-142.9539948,air,,7cb42a3a-b842-4d60-a137-dc0d991310f2
Circle City /New/ Airport,Circle,United States,IRC,65.830498,-144.076008,air,,81449ce5-6b4f-413d-9d54-cc4efc9343fe
Sleetmute Airport,Sleetmute,United States,SLQ,61.70050049,-157.1660004,air,,8dcec203-7c73-43d1-ab4b-61b2eb40c707
Healy River Airport,Healy,United States,,63.86619949,-148.9689941,air,,1e5a45e5-2ef3-4869-a688-e44e7e7bca38
Klawock Seaplane Base,Klawock,United States,,55.55469894,-133.102005,air,,066a368b-b759-4b93-a8fb-2e23c807c221
Minchumina Airport,Lake Minchumina,United States,LMA,63.886002,-152.302002,air,,69738ee5-7d79-411e-b2ef-842faa9bf804
Manley Hot Springs Airport,Manley Hot Springs,United States,MLY,64.99759674,-150.6439972,air,,3eb34189-5be4-481f-a0b3-71426e70d4b7
Natuashish Airport,Natuashish,Canada,YNP,55.913898,-61.184399,air,,0c336a10-1e48-46ae-9716-2ebad14108d2
Postville Airport,Postville,Canada,YSO,54.9105,-59.78507,air,,a8d33257-4a89-4199-86e6-2bb01ceee399
Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,Canada,YWB,61.58860016,-71.92939758,air,,db3770e1-7908-412f-be13-6d6c5310ccdd
Alma Airport,Alma,Canada,YTF,48.50889969,-71.64189911,air,,ebfc25ed-6e2e-41bd-bacd-1bb80eaefb97
Havre St Pierre Airport,Havre-Saint-Pierre,Canada,YGV,50.2818985,-63.6114006,air,,56a46a0e-8926-4b9d-ad51-a29be3f67472
Rimouski Airport,Rimouski,Canada,YXK,48.47809982,-68.49690247,air,,6c03a710-263d-4154-981d-4ae4e1e6d459
Tadoule Lake Airport,Tadoule Lake,Canada,XTL,58.7061,-98.512199,air,,1756b8f7-2c74-4a3c-bb0b-16065ee8698a
Lac Brochet Airport,Lac Brochet,Canada,XLB,58.61750031,-101.4690018,air,,2571b32c-b6df-43e1-985e-d9f61d4c6a06
South Indian Lake Airport,South Indian Lake,Canada,XSI,56.7928009,-98.90720367,air,,ff141daf-9794-4595-8b74-a4e2c78625ae
Brochet Airport,Brochet,Canada,YBT,57.8894,-101.679001,air,,0099127a-c70b-4e92-95c9-ffbbf186499d
Little Grand Rapids Airport,Little Grand Rapids,Canada,ZGR,52.04560089,-95.46579742,air,,265c4d02-ca92-4273-8dd9-5f25b2efb08e
Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,Canada,YCR,54.61059952,-97.76080322,air,,b4eddcc5-a9f2-4f86-8ba3-cadcd1999864
Red Sucker Lake Airport,Red Sucker Lake,Canada,YRS,54.16719818,-93.55719757,air,,b268460c-073b-43c3-9fc6-4bd0a5b79934
